Inicio programa de registro
[ 051612 ] procesando parte.051612.10606
[ 051612 ] procesando parte.051612.10607
[ 051612 ] procesando parte.051612.10608
[ 051612 ] procesando parte.051612.10609
[ 051612 ] procesando parte.051612.1061
[ 051612 ] procesando parte.051612.10610
[ 051612 ] procesando parte.051612.10611
[ 051612 ] procesando parte.051612.10612
[ 051612 ] procesando parte.051612.10613
[ 051612 ] procesando parte.051612.10614
[ 051612 ] procesando parte.051612.10615
[ 051612 ] procesando parte.051612.10616
[ 051612 ] procesando parte.051612.10617
[ 051612 ] procesando parte.051612.10618
[ 051612 ] procesando parte.051612.10619
[ 051612 ] procesando parte.051612.1062
[ 051612 ] procesando parte.051612.10620
[ 051612 ] procesando parte.051612.10621
[ 051612 ] procesando parte.051612.10622
[ 051612 ] procesando parte.051612.10623
[ 051612 ] procesando parte.051612.10624
[ 051612 ] procesando parte.051612.10625
[ 051612 ] procesando parte.051612.10626
[ 051612 ] procesando parte.051612.10627
[ 051612 ] procesando parte.051612.10628
[ 051612 ] procesando parte.051612.10629
[ 051612 ] procesando parte.051612.1063
[ 051612 ] procesando parte.051612.10630
[ 051612 ] procesando parte.051612.10631
[ 051612 ] procesando parte.051612.10632
[ 051612 ] procesando parte.051612.10633
[ 051612 ] procesando parte.051612.10634
[ 051612 ] procesando parte.051612.10635
[ 051612 ] procesando parte.051612.10636
[ 051612 ] procesando parte.051612.10637
[ 051612 ] procesando parte.051612.10638
[ 051612 ] procesando parte.051612.10639
[ 051612 ] procesando parte.051612.1064
[ 051612 ] procesando parte.051612.10640
[ 051612 ] procesando parte.051612.10641
[ 051612 ] procesando parte.051612.10642
[ 051612 ] procesando parte.051612.10643
[ 051612 ] procesando parte.051612.10644
[ 051612 ] procesando parte.051612.10645
[ 051612 ] procesando parte.051612.10646
[ 051612 ] procesando parte.051612.10647
[ 051612 ] procesando parte.051612.10648
[ 051612 ] procesando parte.051612.10649
[ 051612 ] procesando parte.051612.1065
[ 051612 ] procesando parte.051612.10650
[ 051612 ] procesando parte.051612.10651
[ 051612 ] procesando parte.051612.10652
[ 051612 ] procesando parte.051612.10653
[ 051612 ] procesando parte.051612.10654
[ 051612 ] procesando parte.051612.10655
[ 051612 ] procesando parte.051612.10656
[ 051612 ] procesando parte.051612.10657
[ 051612 ] procesando parte.051612.10658
[ 051612 ] procesando parte.051612.10659
[ 051612 ] procesando parte.051612.1066
[ 051612 ] procesando parte.051612.10660
[ 051612 ] procesando parte.051612.10661
[ 051612 ] procesando parte.051612.10662
[ 051612 ] procesando parte.051612.10663
[ 051612 ] procesando parte.051612.10664
[ 051612 ] procesando parte.051612.10665
[ 051612 ] procesando parte.051612.10666
[ 051612 ] procesando parte.051612.10667
[ 051612 ] procesando parte.051612.10668
[ 051612 ] procesando parte.051612.10669
[ 051612 ] procesando parte.051612.1067
[ 051612 ] procesando parte.051612.10670
[ 051612 ] procesando parte.051612.10671
[ 051612 ] procesando parte.051612.10672
[ 051612 ] procesando parte.051612.10673
[ 051612 ] procesando parte.051612.10674
[ 051612 ] procesando parte.051612.10675
[ 051612 ] procesando parte.051612.10676
[ 051612 ] procesando parte.051612.10677
[ 051612 ] procesando parte.051612.10678
[ 051612 ] procesando parte.051612.10679
[ 051612 ] procesando parte.051612.1068
[ 051612 ] procesando parte.051612.10680
[ 051612 ] procesando parte.051612.10681
[ 051612 ] procesando parte.051612.10682
[ 051612 ] procesando parte.051612.10683
[ 051612 ] procesando parte.051612.10684
[ 051612 ] procesando parte.051612.10685
[ 051612 ] procesando parte.051612.10686
[ 051612 ] procesando parte.051612.10687
[ 051612 ] procesando parte.051612.10688
[ 051612 ] procesando parte.051612.10689
[ 051612 ] procesando parte.051612.1069
[ 051612 ] procesando parte.051612.10690
[ 051612 ] procesando parte.051612.10691
[ 051612 ] procesando parte.051612.10692
[ 051612 ] procesando parte.051612.10693
[ 051612 ] procesando parte.051612.10694
[ 051612 ] procesando parte.051612.10695
[ 051612 ] procesando parte.051612.10696
[ 051612 ] procesando parte.051612.10697
[ 051612 ] procesando parte.051612.10698
[ 051612 ] procesando parte.051612.10699
[ 051612 ] procesando parte.051612.107
[ 051612 ] procesando parte.051612.1070
[ 051612 ] procesando parte.051612.10700
[ 051612 ] procesando parte.051612.10701
[ 051612 ] procesando parte.051612.10702
[ 051612 ] procesando parte.051612.10703
[ 051612 ] procesando parte.051612.10704
[ 051612 ] procesando parte.051612.10705
[ 051612 ] procesando parte.051612.10706
[ 051612 ] procesando parte.051612.10707
[ 051612 ] procesando parte.051612.10708
[ 051612 ] procesando parte.051612.10709
[ 051612 ] procesando parte.051612.1071
[ 051612 ] procesando parte.051612.10710
[ 051612 ] procesando parte.051612.10711
[ 051612 ] procesando parte.051612.10712
[ 051612 ] procesando parte.051612.10713
[ 051612 ] procesando parte.051612.10714
[ 051612 ] procesando parte.051612.10715
[ 051612 ] procesando parte.051612.10716
[ 051612 ] procesando parte.051612.10717
[ 051612 ] procesando parte.051612.10718
[ 051612 ] procesando parte.051612.10719
[ 051612 ] procesando parte.051612.1072
[ 051612 ] procesando parte.051612.10720
[ 051612 ] procesando parte.051612.10721
[ 051612 ] procesando parte.051612.10722
[ 051612 ] procesando parte.051612.10723
[ 051612 ] procesando parte.051612.10724
[ 051612 ] procesando parte.051612.10725
[ 051612 ] procesando parte.051612.10726
[ 051612 ] procesando parte.051612.10727
[ 051612 ] procesando parte.051612.10728
[ 051612 ] procesando parte.051612.10729
[ 051612 ] procesando parte.051612.1073
[ 051612 ] procesando parte.051612.10730
[ 051612 ] procesando parte.051612.10731
[ 051612 ] procesando parte.051612.10732
[ 051612 ] procesando parte.051612.10733
[ 051612 ] procesando parte.051612.10734
[ 051612 ] procesando parte.051612.10735
[ 051612 ] procesando parte.051612.10736
[ 051612 ] procesando parte.051612.10737
[ 051612 ] procesando parte.051612.10738
[ 051612 ] procesando parte.051612.10739
[ 051612 ] procesando parte.051612.1074
[ 051612 ] procesando parte.051612.10740
[ 051612 ] procesando parte.051612.10741
[ 051612 ] procesando parte.051612.10742
[ 051612 ] procesando parte.051612.10743
[ 051612 ] procesando parte.051612.10744
[ 051612 ] procesando parte.051612.10745
[ 051612 ] procesando parte.051612.10746
[ 051612 ] procesando parte.051612.10747
[ 051612 ] procesando parte.051612.10748
[ 051612 ] procesando parte.051612.10749
[ 051612 ] procesando parte.051612.1075
[ 051612 ] procesando parte.051612.10750
[ 051612 ] procesando parte.051612.10751
[ 051612 ] procesando parte.051612.10752
[ 051612 ] procesando parte.051612.10753
[ 051612 ] procesando parte.051612.10754
[ 051612 ] procesando parte.051612.10755
[ 051612 ] procesando parte.051612.10756
[ 051612 ] procesando parte.051612.10757
[ 051612 ] procesando parte.051612.10758
[ 051612 ] procesando parte.051612.10759
[ 051612 ] procesando parte.051612.1076
[ 051612 ] procesando parte.051612.10760
[ 051612 ] procesando parte.051612.10761
[ 051612 ] procesando parte.051612.10762
[ 051612 ] procesando parte.051612.10763
[ 051612 ] procesando parte.051612.10764
[ 051612 ] procesando parte.051612.10765
[ 051612 ] procesando parte.051612.10766
[ 051612 ] procesando parte.051612.10767
[ 051612 ] procesando parte.051612.10768
[ 051612 ] procesando parte.051612.10769
[ 051612 ] procesando parte.051612.1077
[ 051612 ] procesando parte.051612.10770
[ 051612 ] procesando parte.051612.10771
[ 051612 ] procesando parte.051612.10772
[ 051612 ] procesando parte.051612.10773
[ 051612 ] procesando parte.051612.10774
[ 051612 ] procesando parte.051612.10775
[ 051612 ] procesando parte.051612.10776
[ 051612 ] procesando parte.051612.10777
[ 051612 ] procesando parte.051612.10778
[ 051612 ] procesando parte.051612.10779
[ 051612 ] procesando parte.051612.1078
[ 051612 ] procesando parte.051612.10780
[ 051612 ] procesando parte.051612.10781
[ 051612 ] procesando parte.051612.10782
[ 051612 ] procesando parte.051612.10783
[ 051612 ] procesando parte.051612.10784
[ 051612 ] procesando parte.051612.10785
[ 051612 ] procesando parte.051612.10786
[ 051612 ] procesando parte.051612.10787
[ 051612 ] procesando parte.051612.10788
[ 051612 ] procesando parte.051612.10789
[ 051612 ] procesando parte.051612.1079
[ 051612 ] procesando parte.051612.10790
[ 051612 ] procesando parte.051612.10791
[ 051612 ] procesando parte.051612.10792
[ 051612 ] procesando parte.051612.10793
[ 051612 ] procesando parte.051612.10794
[ 051612 ] procesando parte.051612.10795
[ 051612 ] procesando parte.051612.10796
[ 051612 ] procesando parte.051612.10797
[ 051612 ] procesando parte.051612.10798
[ 051612 ] procesando parte.051612.10799
[ 051612 ] procesando parte.051612.108
[ 051612 ] procesando parte.051612.1080
[ 051612 ] procesando parte.051612.10800
[ 051612 ] procesando parte.051612.10801
[ 051612 ] procesando parte.051612.10802
[ 051612 ] procesando parte.051612.10803
[ 051612 ] procesando parte.051612.10804
[ 051612 ] procesando parte.051612.10805
[ 051612 ] procesando parte.051612.10806
[ 051612 ] procesando parte.051612.10807
[ 051612 ] procesando parte.051612.10808
[ 051612 ] procesando parte.051612.10809
[ 051612 ] procesando parte.051612.1081
[ 051612 ] procesando parte.051612.10810
[ 051612 ] procesando parte.051612.10811
[ 051612 ] procesando parte.051612.10812
[ 051612 ] procesando parte.051612.10813
[ 051612 ] procesando parte.051612.10814
[ 051612 ] procesando parte.051612.10815
[ 051612 ] procesando parte.051612.10816
[ 051612 ] procesando parte.051612.10817
[ 051612 ] procesando parte.051612.10818
[ 051612 ] procesando parte.051612.10819
[ 051612 ] procesando parte.051612.1082
[ 051612 ] procesando parte.051612.10820
[ 051612 ] procesando parte.051612.10821
[ 051612 ] procesando parte.051612.10822
[ 051612 ] procesando parte.051612.10823
[ 051612 ] procesando parte.051612.10824
[ 051612 ] procesando parte.051612.10825
[ 051612 ] procesando parte.051612.10826
[ 051612 ] procesando parte.051612.10827
[ 051612 ] procesando parte.051612.10828
[ 051612 ] procesando parte.051612.10829
[ 051612 ] procesando parte.051612.1083
[ 051612 ] procesando parte.051612.10830
[ 051612 ] procesando parte.051612.10831
[ 051612 ] procesando parte.051612.10832
[ 051612 ] procesando parte.051612.10833
[ 051612 ] procesando parte.051612.10834
[ 051612 ] procesando parte.051612.10835
[ 051612 ] procesando parte.051612.10836
[ 051612 ] procesando parte.051612.10837
[ 051612 ] procesando parte.051612.10838
[ 051612 ] procesando parte.051612.10839
[ 051612 ] procesando parte.051612.1084
[ 051612 ] procesando parte.051612.10840
Inicio programa de registro
[ 051612 ] procesando parte.051612.10840
[ 051612 ] procesando parte.051612.10841
[ 051612 ] procesando parte.051612.10842
[ 051612 ] procesando parte.051612.10843
[ 051612 ] procesando parte.051612.10844
[ 051612 ] procesando parte.051612.10845
[ 051612 ] procesando parte.051612.10846
[ 051612 ] procesando parte.051612.10847
[ 051612 ] procesando parte.051612.10848
[ 051612 ] procesando parte.051612.10849
[ 051612 ] procesando parte.051612.1085
[ 051612 ] procesando parte.051612.10850
[ 051612 ] procesando parte.051612.10851
[ 051612 ] procesando parte.051612.10852
[ 051612 ] procesando parte.051612.10853
[ 051612 ] procesando parte.051612.10854
[ 051612 ] procesando parte.051612.10855
[ 051612 ] procesando parte.051612.10856
[ 051612 ] procesando parte.051612.10857
[ 051612 ] procesando parte.051612.10858
[ 051612 ] procesando parte.051612.10859
[ 051612 ] procesando parte.051612.1086
[ 051612 ] procesando parte.051612.10860
[ 051612 ] procesando parte.051612.10861
[ 051612 ] procesando parte.051612.10862
[ 051612 ] procesando parte.051612.10863
[ 051612 ] procesando parte.051612.10864
[ 051612 ] procesando parte.051612.10865
[ 051612 ] procesando parte.051612.10866
[ 051612 ] procesando parte.051612.10867
[ 051612 ] procesando parte.051612.10868
[ 051612 ] procesando parte.051612.10869
[ 051612 ] procesando parte.051612.1087
[ 051612 ] procesando parte.051612.10870
[ 051612 ] procesando parte.051612.10871
[ 051612 ] procesando parte.051612.10872
[ 051612 ] procesando parte.051612.10873
[ 051612 ] procesando parte.051612.10874
[ 051612 ] procesando parte.051612.10875
[ 051612 ] procesando parte.051612.10876
[ 051612 ] procesando parte.051612.10877
[ 051612 ] procesando parte.051612.10878
[ 051612 ] procesando parte.051612.10879
[ 051612 ] procesando parte.051612.1088
[ 051612 ] procesando parte.051612.10880
[ 051612 ] procesando parte.051612.10881
[ 051612 ] procesando parte.051612.10882
[ 051612 ] procesando parte.051612.10883
[ 051612 ] procesando parte.051612.10884
[ 051612 ] procesando parte.051612.10885
[ 051612 ] procesando parte.051612.10886
[ 051612 ] procesando parte.051612.10887
[ 051612 ] procesando parte.051612.10888
[ 051612 ] procesando parte.051612.10889
[ 051612 ] procesando parte.051612.1089
[ 051612 ] procesando parte.051612.10890
[ 051612 ] procesando parte.051612.10891
[ 051612 ] procesando parte.051612.10892
[ 051612 ] procesando parte.051612.10893
[ 051612 ] procesando parte.051612.10894
[ 051612 ] procesando parte.051612.10895
[ 051612 ] procesando parte.051612.10896
[ 051612 ] procesando parte.051612.10897
[ 051612 ] procesando parte.051612.10898
[ 051612 ] procesando parte.051612.10899
[ 051612 ] procesando parte.051612.109
[ 051612 ] procesando parte.051612.1090
[ 051612 ] procesando parte.051612.10900
[ 051612 ] procesando parte.051612.10901
[ 051612 ] procesando parte.051612.10902
[ 051612 ] procesando parte.051612.10903
[ 051612 ] procesando parte.051612.10904
[ 051612 ] procesando parte.051612.10905
[ 051612 ] procesando parte.051612.10906
[ 051612 ] procesando parte.051612.10907
[ 051612 ] procesando parte.051612.10908
[ 051612 ] procesando parte.051612.10909
[ 051612 ] procesando parte.051612.1091
[ 051612 ] procesando parte.051612.10910
[ 051612 ] procesando parte.051612.10911
[ 051612 ] procesando parte.051612.10912
[ 051612 ] procesando parte.051612.10913
[ 051612 ] procesando parte.051612.10914
[ 051612 ] procesando parte.051612.10915
[ 051612 ] procesando parte.051612.10916
Inicio programa de registro
[ 051612 ] procesando parte.051612.10916
[ 051612 ] procesando parte.051612.10917
[ 051612 ] procesando parte.051612.10918
[ 051612 ] procesando parte.051612.10919
[ 051612 ] procesando parte.051612.1092
[ 051612 ] procesando parte.051612.10920
[ 051612 ] procesando parte.051612.10921
[ 051612 ] procesando parte.051612.10922
Inicio programa de registro
[ 051612 ] procesando parte.051612.10922
[ 051612 ] procesando parte.051612.10923
[ 051612 ] procesando parte.051612.10924
[ 051612 ] procesando parte.051612.10925
[ 051612 ] procesando parte.051612.10926
[ 051612 ] procesando parte.051612.10927
Inicio programa de registro
[ 051612 ] procesando parte.051612.10927
[ 051612 ] procesando parte.051612.10928
[ 051612 ] procesando parte.051612.10929
[ 051612 ] procesando parte.051612.1093
[ 051612 ] procesando parte.051612.10930
[ 051612 ] procesando parte.051612.10931
[ 051612 ] procesando parte.051612.10932
[ 051612 ] procesando parte.051612.10933
[ 051612 ] procesando parte.051612.10934
[ 051612 ] procesando parte.051612.10935
[ 051612 ] procesando parte.051612.10936
[ 051612 ] procesando parte.051612.10937
[ 051612 ] procesando parte.051612.10938
[ 051612 ] procesando parte.051612.10939
[ 051612 ] procesando parte.051612.1094
[ 051612 ] procesando parte.051612.10940
[ 051612 ] procesando parte.051612.10941
[ 051612 ] procesando parte.051612.10942
[ 051612 ] procesando parte.051612.10943
[ 051612 ] procesando parte.051612.10944
[ 051612 ] procesando parte.051612.10945
[ 051612 ] procesando parte.051612.10946
[ 051612 ] procesando parte.051612.10947
[ 051612 ] procesando parte.051612.10948
[ 051612 ] procesando parte.051612.10949
[ 051612 ] procesando parte.051612.1095
[ 051612 ] procesando parte.051612.10950
[ 051612 ] procesando parte.051612.10951
[ 051612 ] procesando parte.051612.10952
[ 051612 ] procesando parte.051612.10953
[ 051612 ] procesando parte.051612.10954
[ 051612 ] procesando parte.051612.10955
[ 051612 ] procesando parte.051612.10956
[ 051612 ] procesando parte.051612.10957
[ 051612 ] procesando parte.051612.10958
[ 051612 ] procesando parte.051612.10959
[ 051612 ] procesando parte.051612.1096
[ 051612 ] procesando parte.051612.10960
[ 051612 ] procesando parte.051612.10961
