Inicio programa de registro
[ 051712 ] procesando parte.051712.13227
[ 051712 ] procesando parte.051712.13228
[ 051712 ] procesando parte.051712.13229
[ 051712 ] procesando parte.051712.1323
[ 051712 ] procesando parte.051712.13230
[ 051712 ] procesando parte.051712.13231
[ 051712 ] procesando parte.051712.13232
[ 051712 ] procesando parte.051712.13233
[ 051712 ] procesando parte.051712.13234
[ 051712 ] procesando parte.051712.13235
[ 051712 ] procesando parte.051712.13236
[ 051712 ] procesando parte.051712.13237
[ 051712 ] procesando parte.051712.13238
[ 051712 ] procesando parte.051712.13239
[ 051712 ] procesando parte.051712.1324
[ 051712 ] procesando parte.051712.13240
[ 051712 ] procesando parte.051712.13241
[ 051712 ] procesando parte.051712.13242
[ 051712 ] procesando parte.051712.13243
[ 051712 ] procesando parte.051712.13244
[ 051712 ] procesando parte.051712.13245
[ 051712 ] procesando parte.051712.13246
[ 051712 ] procesando parte.051712.13247
[ 051712 ] procesando parte.051712.13248
[ 051712 ] procesando parte.051712.13249
[ 051712 ] procesando parte.051712.1325
[ 051712 ] procesando parte.051712.13250
[ 051712 ] procesando parte.051712.13251
[ 051712 ] procesando parte.051712.13252
[ 051712 ] procesando parte.051712.13253
[ 051712 ] procesando parte.051712.13254
[ 051712 ] procesando parte.051712.13255
[ 051712 ] procesando parte.051712.13256
[ 051712 ] procesando parte.051712.13257
[ 051712 ] procesando parte.051712.13258
[ 051712 ] procesando parte.051712.13259
[ 051712 ] procesando parte.051712.1326
[ 051712 ] procesando parte.051712.13260
[ 051712 ] procesando parte.051712.13261
[ 051712 ] procesando parte.051712.13262
[ 051712 ] procesando parte.051712.13263
[ 051712 ] procesando parte.051712.13264
[ 051712 ] procesando parte.051712.13265
[ 051712 ] procesando parte.051712.13266
[ 051712 ] procesando parte.051712.13267
[ 051712 ] procesando parte.051712.13268
[ 051712 ] procesando parte.051712.13269
[ 051712 ] procesando parte.051712.1327
[ 051712 ] procesando parte.051712.13270
[ 051712 ] procesando parte.051712.13271
[ 051712 ] procesando parte.051712.13272
[ 051712 ] procesando parte.051712.13273
[ 051712 ] procesando parte.051712.13274
[ 051712 ] procesando parte.051712.13275
[ 051712 ] procesando parte.051712.13276
[ 051712 ] procesando parte.051712.13277
[ 051712 ] procesando parte.051712.13278
[ 051712 ] procesando parte.051712.13279
[ 051712 ] procesando parte.051712.1328
[ 051712 ] procesando parte.051712.13280
[ 051712 ] procesando parte.051712.13281
[ 051712 ] procesando parte.051712.13282
[ 051712 ] procesando parte.051712.13283
[ 051712 ] procesando parte.051712.13284
[ 051712 ] procesando parte.051712.13285
[ 051712 ] procesando parte.051712.13286
[ 051712 ] procesando parte.051712.13287
[ 051712 ] procesando parte.051712.13288
[ 051712 ] procesando parte.051712.13289
[ 051712 ] procesando parte.051712.1329
[ 051712 ] procesando parte.051712.13290
[ 051712 ] procesando parte.051712.13291
[ 051712 ] procesando parte.051712.13292
[ 051712 ] procesando parte.051712.13293
[ 051712 ] procesando parte.051712.13294
[ 051712 ] procesando parte.051712.13295
[ 051712 ] procesando parte.051712.13296
[ 051712 ] procesando parte.051712.13297
[ 051712 ] procesando parte.051712.13298
[ 051712 ] procesando parte.051712.13299
[ 051712 ] procesando parte.051712.133
[ 051712 ] procesando parte.051712.1330
[ 051712 ] procesando parte.051712.13300
[ 051712 ] procesando parte.051712.13301
[ 051712 ] procesando parte.051712.13302
[ 051712 ] procesando parte.051712.13303
[ 051712 ] procesando parte.051712.13304
[ 051712 ] procesando parte.051712.13305
[ 051712 ] procesando parte.051712.13306
[ 051712 ] procesando parte.051712.13307
[ 051712 ] procesando parte.051712.13308
[ 051712 ] procesando parte.051712.13309
[ 051712 ] procesando parte.051712.1331
[ 051712 ] procesando parte.051712.13310
[ 051712 ] procesando parte.051712.13311
[ 051712 ] procesando parte.051712.13312
[ 051712 ] procesando parte.051712.13313
[ 051712 ] procesando parte.051712.13314
[ 051712 ] procesando parte.051712.13315
[ 051712 ] procesando parte.051712.13316
[ 051712 ] procesando parte.051712.13317
[ 051712 ] procesando parte.051712.13318
[ 051712 ] procesando parte.051712.13319
[ 051712 ] procesando parte.051712.1332
[ 051712 ] procesando parte.051712.13320
[ 051712 ] procesando parte.051712.13321
[ 051712 ] procesando parte.051712.13322
[ 051712 ] procesando parte.051712.13323
[ 051712 ] procesando parte.051712.13324
[ 051712 ] procesando parte.051712.13325
[ 051712 ] procesando parte.051712.13326
[ 051712 ] procesando parte.051712.13327
[ 051712 ] procesando parte.051712.13328
[ 051712 ] procesando parte.051712.13329
[ 051712 ] procesando parte.051712.1333
[ 051712 ] procesando parte.051712.13330
[ 051712 ] procesando parte.051712.13331
[ 051712 ] procesando parte.051712.13332
[ 051712 ] procesando parte.051712.13333
[ 051712 ] procesando parte.051712.13334
[ 051712 ] procesando parte.051712.13335
[ 051712 ] procesando parte.051712.13336
[ 051712 ] procesando parte.051712.13337
[ 051712 ] procesando parte.051712.13338
[ 051712 ] procesando parte.051712.13339
[ 051712 ] procesando parte.051712.1334
[ 051712 ] procesando parte.051712.13340
[ 051712 ] procesando parte.051712.13341
[ 051712 ] procesando parte.051712.13342
[ 051712 ] procesando parte.051712.13343
[ 051712 ] procesando parte.051712.13344
[ 051712 ] procesando parte.051712.13345
[ 051712 ] procesando parte.051712.13346
[ 051712 ] procesando parte.051712.13347
[ 051712 ] procesando parte.051712.13348
[ 051712 ] procesando parte.051712.13349
[ 051712 ] procesando parte.051712.1335
[ 051712 ] procesando parte.051712.13350
[ 051712 ] procesando parte.051712.13351
[ 051712 ] procesando parte.051712.13352
[ 051712 ] procesando parte.051712.13353
[ 051712 ] procesando parte.051712.13354
[ 051712 ] procesando parte.051712.13355
[ 051712 ] procesando parte.051712.13356
[ 051712 ] procesando parte.051712.13357
[ 051712 ] procesando parte.051712.13358
[ 051712 ] procesando parte.051712.13359
[ 051712 ] procesando parte.051712.1336
[ 051712 ] procesando parte.051712.13360
[ 051712 ] procesando parte.051712.13361
[ 051712 ] procesando parte.051712.13362
[ 051712 ] procesando parte.051712.13363
[ 051712 ] procesando parte.051712.13364
[ 051712 ] procesando parte.051712.13365
[ 051712 ] procesando parte.051712.13366
[ 051712 ] procesando parte.051712.13367
[ 051712 ] procesando parte.051712.13368
[ 051712 ] procesando parte.051712.13369
[ 051712 ] procesando parte.051712.1337
[ 051712 ] procesando parte.051712.13370
[ 051712 ] procesando parte.051712.13371
[ 051712 ] procesando parte.051712.13372
[ 051712 ] procesando parte.051712.13373
[ 051712 ] procesando parte.051712.13374
[ 051712 ] procesando parte.051712.13375
[ 051712 ] procesando parte.051712.13376
[ 051712 ] procesando parte.051712.13377
[ 051712 ] procesando parte.051712.13378
[ 051712 ] procesando parte.051712.13379
[ 051712 ] procesando parte.051712.1338
[ 051712 ] procesando parte.051712.13380
[ 051712 ] procesando parte.051712.13381
[ 051712 ] procesando parte.051712.13382
[ 051712 ] procesando parte.051712.13383
[ 051712 ] procesando parte.051712.13384
[ 051712 ] procesando parte.051712.13385
[ 051712 ] procesando parte.051712.13386
[ 051712 ] procesando parte.051712.13387
[ 051712 ] procesando parte.051712.13388
[ 051712 ] procesando parte.051712.13389
[ 051712 ] procesando parte.051712.1339
[ 051712 ] procesando parte.051712.13390
[ 051712 ] procesando parte.051712.13391
[ 051712 ] procesando parte.051712.13392
[ 051712 ] procesando parte.051712.13393
[ 051712 ] procesando parte.051712.13394
[ 051712 ] procesando parte.051712.13395
[ 051712 ] procesando parte.051712.13396
[ 051712 ] procesando parte.051712.13397
[ 051712 ] procesando parte.051712.13398
[ 051712 ] procesando parte.051712.13399
[ 051712 ] procesando parte.051712.134
[ 051712 ] procesando parte.051712.1340
[ 051712 ] procesando parte.051712.13400
[ 051712 ] procesando parte.051712.13401
[ 051712 ] procesando parte.051712.13402
[ 051712 ] procesando parte.051712.13403
[ 051712 ] procesando parte.051712.13404
[ 051712 ] procesando parte.051712.13405
[ 051712 ] procesando parte.051712.13406
[ 051712 ] procesando parte.051712.13407
[ 051712 ] procesando parte.051712.13408
[ 051712 ] procesando parte.051712.13409
[ 051712 ] procesando parte.051712.1341
[ 051712 ] procesando parte.051712.13410
[ 051712 ] procesando parte.051712.13411
[ 051712 ] procesando parte.051712.13412
[ 051712 ] procesando parte.051712.13413
[ 051712 ] procesando parte.051712.13414
[ 051712 ] procesando parte.051712.13415
[ 051712 ] procesando parte.051712.13416
[ 051712 ] procesando parte.051712.13417
[ 051712 ] procesando parte.051712.13418
[ 051712 ] procesando parte.051712.13419
[ 051712 ] procesando parte.051712.1342
[ 051712 ] procesando parte.051712.13420
[ 051712 ] procesando parte.051712.13421
[ 051712 ] procesando parte.051712.13422
[ 051712 ] procesando parte.051712.13423
[ 051712 ] procesando parte.051712.13424
[ 051712 ] procesando parte.051712.13425
[ 051712 ] procesando parte.051712.13426
[ 051712 ] procesando parte.051712.13427
[ 051712 ] procesando parte.051712.13428
[ 051712 ] procesando parte.051712.13429
[ 051712 ] procesando parte.051712.1343
[ 051712 ] procesando parte.051712.13430
[ 051712 ] procesando parte.051712.13431
[ 051712 ] procesando parte.051712.13432
[ 051712 ] procesando parte.051712.13433
[ 051712 ] procesando parte.051712.13434
[ 051712 ] procesando parte.051712.13435
[ 051712 ] procesando parte.051712.13436
[ 051712 ] procesando parte.051712.13437
[ 051712 ] procesando parte.051712.13438
[ 051712 ] procesando parte.051712.13439
[ 051712 ] procesando parte.051712.1344
[ 051712 ] procesando parte.051712.13440
[ 051712 ] procesando parte.051712.13441
[ 051712 ] procesando parte.051712.13442
[ 051712 ] procesando parte.051712.13443
[ 051712 ] procesando parte.051712.13444
[ 051712 ] procesando parte.051712.13445
[ 051712 ] procesando parte.051712.13446
[ 051712 ] procesando parte.051712.13447
[ 051712 ] procesando parte.051712.13448
[ 051712 ] procesando parte.051712.13449
[ 051712 ] procesando parte.051712.1345
[ 051712 ] procesando parte.051712.13450
[ 051712 ] procesando parte.051712.13451
[ 051712 ] procesando parte.051712.13452
[ 051712 ] procesando parte.051712.13453
[ 051712 ] procesando parte.051712.13454
[ 051712 ] procesando parte.051712.13455
[ 051712 ] procesando parte.051712.13456
[ 051712 ] procesando parte.051712.13457
[ 051712 ] procesando parte.051712.13458
[ 051712 ] procesando parte.051712.13459
[ 051712 ] procesando parte.051712.1346
[ 051712 ] procesando parte.051712.13460
[ 051712 ] procesando parte.051712.13461
[ 051712 ] procesando parte.051712.13462
[ 051712 ] procesando parte.051712.13463
[ 051712 ] procesando parte.051712.13464
[ 051712 ] procesando parte.051712.13465
[ 051712 ] procesando parte.051712.13466
[ 051712 ] procesando parte.051712.13467
[ 051712 ] procesando parte.051712.13468
[ 051712 ] procesando parte.051712.13469
[ 051712 ] procesando parte.051712.1347
[ 051712 ] procesando parte.051712.13470
[ 051712 ] procesando parte.051712.13471
[ 051712 ] procesando parte.051712.13472
[ 051712 ] procesando parte.051712.13473
[ 051712 ] procesando parte.051712.13474
[ 051712 ] procesando parte.051712.13475
[ 051712 ] procesando parte.051712.13476
[ 051712 ] procesando parte.051712.13477
[ 051712 ] procesando parte.051712.13478
[ 051712 ] procesando parte.051712.13479
[ 051712 ] procesando parte.051712.1348
[ 051712 ] procesando parte.051712.13480
[ 051712 ] procesando parte.051712.13481
[ 051712 ] procesando parte.051712.13482
[ 051712 ] procesando parte.051712.13483
[ 051712 ] procesando parte.051712.13484
[ 051712 ] procesando parte.051712.13485
[ 051712 ] procesando parte.051712.13486
[ 051712 ] procesando parte.051712.13487
[ 051712 ] procesando parte.051712.13488
[ 051712 ] procesando parte.051712.13489
[ 051712 ] procesando parte.051712.1349
[ 051712 ] procesando parte.051712.13490
[ 051712 ] procesando parte.051712.13491
[ 051712 ] procesando parte.051712.13492
[ 051712 ] procesando parte.051712.13493
[ 051712 ] procesando parte.051712.13494
[ 051712 ] procesando parte.051712.13495
[ 051712 ] procesando parte.051712.13496
[ 051712 ] procesando parte.051712.13497
[ 051712 ] procesando parte.051712.13498
[ 051712 ] procesando parte.051712.13499
[ 051712 ] procesando parte.051712.135
[ 051712 ] procesando parte.051712.1350
[ 051712 ] procesando parte.051712.13500
[ 051712 ] procesando parte.051712.13501
[ 051712 ] procesando parte.051712.13502
[ 051712 ] procesando parte.051712.13503
[ 051712 ] procesando parte.051712.13504
[ 051712 ] procesando parte.051712.13505
[ 051712 ] procesando parte.051712.13506
[ 051712 ] procesando parte.051712.13507
[ 051712 ] procesando parte.051712.13508
[ 051712 ] procesando parte.051712.13509
[ 051712 ] procesando parte.051712.1351
[ 051712 ] procesando parte.051712.13510
[ 051712 ] procesando parte.051712.13511
[ 051712 ] procesando parte.051712.13512
[ 051712 ] procesando parte.051712.13513
[ 051712 ] procesando parte.051712.13514
[ 051712 ] procesando parte.051712.13515
[ 051712 ] procesando parte.051712.13516
[ 051712 ] procesando parte.051712.13517
[ 051712 ] procesando parte.051712.13518
[ 051712 ] procesando parte.051712.13519
[ 051712 ] procesando parte.051712.1352
[ 051712 ] procesando parte.051712.13520
[ 051712 ] procesando parte.051712.13521
[ 051712 ] procesando parte.051712.13522
[ 051712 ] procesando parte.051712.13523
[ 051712 ] procesando parte.051712.13524
[ 051712 ] procesando parte.051712.13525
[ 051712 ] procesando parte.051712.13526
[ 051712 ] procesando parte.051712.13527
[ 051712 ] procesando parte.051712.13528
[ 051712 ] procesando parte.051712.13529
[ 051712 ] procesando parte.051712.1353
[ 051712 ] procesando parte.051712.13530
[ 051712 ] procesando parte.051712.13531
[ 051712 ] procesando parte.051712.13532
[ 051712 ] procesando parte.051712.13533
[ 051712 ] procesando parte.051712.13534
[ 051712 ] procesando parte.051712.13535
[ 051712 ] procesando parte.051712.13536
[ 051712 ] procesando parte.051712.13537
[ 051712 ] procesando parte.051712.13538
[ 051712 ] procesando parte.051712.13539
[ 051712 ] procesando parte.051712.1354
[ 051712 ] procesando parte.051712.13540
[ 051712 ] procesando parte.051712.13541
[ 051712 ] procesando parte.051712.13542
[ 051712 ] procesando parte.051712.13543
[ 051712 ] procesando parte.051712.13544
[ 051712 ] procesando parte.051712.13545
[ 051712 ] procesando parte.051712.13546
[ 051712 ] procesando parte.051712.13547
[ 051712 ] procesando parte.051712.13548
[ 051712 ] procesando parte.051712.13549
[ 051712 ] procesando parte.051712.1355
[ 051712 ] procesando parte.051712.13550
[ 051712 ] procesando parte.051712.13551
[ 051712 ] procesando parte.051712.13552
[ 051712 ] procesando parte.051712.13553
[ 051712 ] procesando parte.051712.13554
[ 051712 ] procesando parte.051712.13555
[ 051712 ] procesando parte.051712.13556
[ 051712 ] procesando parte.051712.13557
[ 051712 ] procesando parte.051712.13558
[ 051712 ] procesando parte.051712.13559
[ 051712 ] procesando parte.051712.1356
[ 051712 ] procesando parte.051712.13560
[ 051712 ] procesando parte.051712.13561
[ 051712 ] procesando parte.051712.13562
[ 051712 ] procesando parte.051712.13563
[ 051712 ] procesando parte.051712.13564
[ 051712 ] procesando parte.051712.13565
[ 051712 ] procesando parte.051712.13566
[ 051712 ] procesando parte.051712.13567
[ 051712 ] procesando parte.051712.13568
[ 051712 ] procesando parte.051712.13569
[ 051712 ] procesando parte.051712.1357
[ 051712 ] procesando parte.051712.13570
[ 051712 ] procesando parte.051712.13571
[ 051712 ] procesando parte.051712.13572
[ 051712 ] procesando parte.051712.13573
[ 051712 ] procesando parte.051712.13574
[ 051712 ] procesando parte.051712.13575
[ 051712 ] procesando parte.051712.13576
[ 051712 ] procesando parte.051712.13577
[ 051712 ] procesando parte.051712.13578
[ 051712 ] procesando parte.051712.13579
[ 051712 ] procesando parte.051712.1358
[ 051712 ] procesando parte.051712.13580
[ 051712 ] procesando parte.051712.13581
[ 051712 ] procesando parte.051712.13582
[ 051712 ] procesando parte.051712.13583
[ 051712 ] procesando parte.051712.13584
[ 051712 ] procesando parte.051712.13585
[ 051712 ] procesando parte.051712.13586
[ 051712 ] procesando parte.051712.13587
[ 051712 ] procesando parte.051712.13588
[ 051712 ] procesando parte.051712.13589
[ 051712 ] procesando parte.051712.1359
[ 051712 ] procesando parte.051712.13590
[ 051712 ] procesando parte.051712.13591
[ 051712 ] procesando parte.051712.13592
[ 051712 ] procesando parte.051712.13593
[ 051712 ] procesando parte.051712.13594
[ 051712 ] procesando parte.051712.13595
[ 051712 ] procesando parte.051712.13596
[ 051712 ] procesando parte.051712.13597
[ 051712 ] procesando parte.051712.13598
[ 051712 ] procesando parte.051712.13599
[ 051712 ] procesando parte.051712.136
[ 051712 ] procesando parte.051712.1360
[ 051712 ] procesando parte.051712.13600
[ 051712 ] procesando parte.051712.13601
[ 051712 ] procesando parte.051712.13602
[ 051712 ] procesando parte.051712.13603
[ 051712 ] procesando parte.051712.13604
[ 051712 ] procesando parte.051712.13605
[ 051712 ] procesando parte.051712.13606
[ 051712 ] procesando parte.051712.13607
[ 051712 ] procesando parte.051712.13608
[ 051712 ] procesando parte.051712.13609
[ 051712 ] procesando parte.051712.1361
[ 051712 ] procesando parte.051712.13610
[ 051712 ] procesando parte.051712.13611
[ 051712 ] procesando parte.051712.13612
[ 051712 ] procesando parte.051712.13613
[ 051712 ] procesando parte.051712.13614
[ 051712 ] procesando parte.051712.13615
[ 051712 ] procesando parte.051712.13616
[ 051712 ] procesando parte.051712.13617
[ 051712 ] procesando parte.051712.13618
[ 051712 ] procesando parte.051712.13619
[ 051712 ] procesando parte.051712.1362
[ 051712 ] procesando parte.051712.13620
[ 051712 ] procesando parte.051712.13621
[ 051712 ] procesando parte.051712.13622
[ 051712 ] procesando parte.051712.13623
[ 051712 ] procesando parte.051712.13624
[ 051712 ] procesando parte.051712.13625
[ 051712 ] procesando parte.051712.13626
[ 051712 ] procesando parte.051712.13627
[ 051712 ] procesando parte.051712.13628
[ 051712 ] procesando parte.051712.13629
[ 051712 ] procesando parte.051712.1363
[ 051712 ] procesando parte.051712.13630
[ 051712 ] procesando parte.051712.13631
[ 051712 ] procesando parte.051712.13632
[ 051712 ] procesando parte.051712.13633
[ 051712 ] procesando parte.051712.13634
[ 051712 ] procesando parte.051712.13635
[ 051712 ] procesando parte.051712.13636
[ 051712 ] procesando parte.051712.13637
[ 051712 ] procesando parte.051712.13638
[ 051712 ] procesando parte.051712.13639
[ 051712 ] procesando parte.051712.1364
[ 051712 ] procesando parte.051712.13640
[ 051712 ] procesando parte.051712.13641
[ 051712 ] procesando parte.051712.13642
[ 051712 ] procesando parte.051712.13643
[ 051712 ] procesando parte.051712.13644
[ 051712 ] procesando parte.051712.13645
[ 051712 ] procesando parte.051712.13646
[ 051712 ] procesando parte.051712.13647
[ 051712 ] procesando parte.051712.13648
[ 051712 ] procesando parte.051712.13649
[ 051712 ] procesando parte.051712.1365
[ 051712 ] procesando parte.051712.13650
[ 051712 ] procesando parte.051712.13651
[ 051712 ] procesando parte.051712.13652
[ 051712 ] procesando parte.051712.13653
[ 051712 ] procesando parte.051712.13654
[ 051712 ] procesando parte.051712.13655
[ 051712 ] procesando parte.051712.13656
[ 051712 ] procesando parte.051712.13657
[ 051712 ] procesando parte.051712.13658
[ 051712 ] procesando parte.051712.13659
[ 051712 ] procesando parte.051712.1366
[ 051712 ] procesando parte.051712.13660
[ 051712 ] procesando parte.051712.13661
[ 051712 ] procesando parte.051712.13662
[ 051712 ] procesando parte.051712.13663
[ 051712 ] procesando parte.051712.13664
[ 051712 ] procesando parte.051712.13665
[ 051712 ] procesando parte.051712.13666
[ 051712 ] procesando parte.051712.13667
[ 051712 ] procesando parte.051712.13668
[ 051712 ] procesando parte.051712.13669
[ 051712 ] procesando parte.051712.1367
[ 051712 ] procesando parte.051712.13670
[ 051712 ] procesando parte.051712.13671
[ 051712 ] procesando parte.051712.13672
[ 051712 ] procesando parte.051712.13673
[ 051712 ] procesando parte.051712.13674
[ 051712 ] procesando parte.051712.13675
[ 051712 ] procesando parte.051712.13676
[ 051712 ] procesando parte.051712.13677
[ 051712 ] procesando parte.051712.13678
[ 051712 ] procesando parte.051712.13679
[ 051712 ] procesando parte.051712.1368
[ 051712 ] procesando parte.051712.13680
[ 051712 ] procesando parte.051712.13681
[ 051712 ] procesando parte.051712.13682
[ 051712 ] procesando parte.051712.13683
[ 051712 ] procesando parte.051712.13684
[ 051712 ] procesando parte.051712.13685
[ 051712 ] procesando parte.051712.13686
[ 051712 ] procesando parte.051712.13687
[ 051712 ] procesando parte.051712.13688
[ 051712 ] procesando parte.051712.13689
[ 051712 ] procesando parte.051712.1369
[ 051712 ] procesando parte.051712.13690
[ 051712 ] procesando parte.051712.13691
[ 051712 ] procesando parte.051712.13692
[ 051712 ] procesando parte.051712.13693
[ 051712 ] procesando parte.051712.13694
[ 051712 ] procesando parte.051712.13695
[ 051712 ] procesando parte.051712.13696
[ 051712 ] procesando parte.051712.13697
[ 051712 ] procesando parte.051712.13698
[ 051712 ] procesando parte.051712.13699
[ 051712 ] procesando parte.051712.137
[ 051712 ] procesando parte.051712.1370
[ 051712 ] procesando parte.051712.13700
[ 051712 ] procesando parte.051712.13701
[ 051712 ] procesando parte.051712.13702
[ 051712 ] procesando parte.051712.13703
[ 051712 ] procesando parte.051712.13704
[ 051712 ] procesando parte.051712.13705
[ 051712 ] procesando parte.051712.13706
[ 051712 ] procesando parte.051712.13707
[ 051712 ] procesando parte.051712.13708
[ 051712 ] procesando parte.051712.13709
[ 051712 ] procesando parte.051712.1371
[ 051712 ] procesando parte.051712.13710
[ 051712 ] procesando parte.051712.13711
[ 051712 ] procesando parte.051712.13712
[ 051712 ] procesando parte.051712.13713
[ 051712 ] procesando parte.051712.13714
[ 051712 ] procesando parte.051712.13715
[ 051712 ] procesando parte.051712.13716
[ 051712 ] procesando parte.051712.13717
[ 051712 ] procesando parte.051712.13718
[ 051712 ] procesando parte.051712.13719
[ 051712 ] procesando parte.051712.1372
[ 051712 ] procesando parte.051712.13720
[ 051712 ] procesando parte.051712.13721
[ 051712 ] procesando parte.051712.13722
[ 051712 ] procesando parte.051712.13723
[ 051712 ] procesando parte.051712.13724
[ 051712 ] procesando parte.051712.13725
[ 051712 ] procesando parte.051712.13726
[ 051712 ] procesando parte.051712.13727
[ 051712 ] procesando parte.051712.13728
[ 051712 ] procesando parte.051712.13729
[ 051712 ] procesando parte.051712.1373
[ 051712 ] procesando parte.051712.13730
[ 051712 ] procesando parte.051712.13731
[ 051712 ] procesando parte.051712.13732
[ 051712 ] procesando parte.051712.13733
[ 051712 ] procesando parte.051712.13734
[ 051712 ] procesando parte.051712.13735
[ 051712 ] procesando parte.051712.13736
[ 051712 ] procesando parte.051712.13737
[ 051712 ] procesando parte.051712.13738
[ 051712 ] procesando parte.051712.13739
[ 051712 ] procesando parte.051712.1374
[ 051712 ] procesando parte.051712.13740
[ 051712 ] procesando parte.051712.13741
[ 051712 ] procesando parte.051712.13742
[ 051712 ] procesando parte.051712.13743
[ 051712 ] procesando parte.051712.13744
[ 051712 ] procesando parte.051712.13745
[ 051712 ] procesando parte.051712.13746
[ 051712 ] procesando parte.051712.13747
[ 051712 ] procesando parte.051712.13748
[ 051712 ] procesando parte.051712.13749
[ 051712 ] procesando parte.051712.1375
[ 051712 ] procesando parte.051712.13750
[ 051712 ] procesando parte.051712.13751
[ 051712 ] procesando parte.051712.13752
[ 051712 ] procesando parte.051712.13753
[ 051712 ] procesando parte.051712.13754
[ 051712 ] procesando parte.051712.13755
[ 051712 ] procesando parte.051712.13756
[ 051712 ] procesando parte.051712.13757
[ 051712 ] procesando parte.051712.13758
[ 051712 ] procesando parte.051712.13759
[ 051712 ] procesando parte.051712.1376
[ 051712 ] procesando parte.051712.13760
[ 051712 ] procesando parte.051712.13761
[ 051712 ] procesando parte.051712.13762
[ 051712 ] procesando parte.051712.13763
[ 051712 ] procesando parte.051712.13764
[ 051712 ] procesando parte.051712.13765
[ 051712 ] procesando parte.051712.13766
[ 051712 ] procesando parte.051712.13767
[ 051712 ] procesando parte.051712.13768
[ 051712 ] procesando parte.051712.13769
[ 051712 ] procesando parte.051712.1377
[ 051712 ] procesando parte.051712.13770
[ 051712 ] procesando parte.051712.13771
[ 051712 ] procesando parte.051712.13772
[ 051712 ] procesando parte.051712.13773
[ 051712 ] procesando parte.051712.13774
[ 051712 ] procesando parte.051712.13775
[ 051712 ] procesando parte.051712.13776
[ 051712 ] procesando parte.051712.13777
[ 051712 ] procesando parte.051712.13778
[ 051712 ] procesando parte.051712.13779
[ 051712 ] procesando parte.051712.1378
[ 051712 ] procesando parte.051712.13780
[ 051712 ] procesando parte.051712.13781
[ 051712 ] procesando parte.051712.13782
[ 051712 ] procesando parte.051712.13783
[ 051712 ] procesando parte.051712.13784
[ 051712 ] procesando parte.051712.13785
[ 051712 ] procesando parte.051712.13786
[ 051712 ] procesando parte.051712.13787
[ 051712 ] procesando parte.051712.13788
[ 051712 ] procesando parte.051712.13789
[ 051712 ] procesando parte.051712.1379
[ 051712 ] procesando parte.051712.13790
[ 051712 ] procesando parte.051712.13791
[ 051712 ] procesando parte.051712.13792
[ 051712 ] procesando parte.051712.13793
[ 051712 ] procesando parte.051712.13794
[ 051712 ] procesando parte.051712.13795
[ 051712 ] procesando parte.051712.13796
[ 051712 ] procesando parte.051712.13797
[ 051712 ] procesando parte.051712.13798
[ 051712 ] procesando parte.051712.13799
[ 051712 ] procesando parte.051712.138
[ 051712 ] procesando parte.051712.1380
[ 051712 ] procesando parte.051712.13800
[ 051712 ] procesando parte.051712.13801
[ 051712 ] procesando parte.051712.13802
[ 051712 ] procesando parte.051712.13803
[ 051712 ] procesando parte.051712.13804
[ 051712 ] procesando parte.051712.13805
[ 051712 ] procesando parte.051712.13806
[ 051712 ] procesando parte.051712.13807
[ 051712 ] procesando parte.051712.13808
[ 051712 ] procesando parte.051712.13809
[ 051712 ] procesando parte.051712.1381
[ 051712 ] procesando parte.051712.13810
[ 051712 ] procesando parte.051712.13811
[ 051712 ] procesando parte.051712.13812
[ 051712 ] procesando parte.051712.13813
[ 051712 ] procesando parte.051712.13814
[ 051712 ] procesando parte.051712.13815
[ 051712 ] procesando parte.051712.13816
[ 051712 ] procesando parte.051712.13817
[ 051712 ] procesando parte.051712.13818
[ 051712 ] procesando parte.051712.13819
[ 051712 ] procesando parte.051712.1382
[ 051712 ] procesando parte.051712.13820
[ 051712 ] procesando parte.051712.13821
[ 051712 ] procesando parte.051712.13822
[ 051712 ] procesando parte.051712.13823
[ 051712 ] procesando parte.051712.13824
[ 051712 ] procesando parte.051712.13825
[ 051712 ] procesando parte.051712.13826
[ 051712 ] procesando parte.051712.13827
[ 051712 ] procesando parte.051712.13828
[ 051712 ] procesando parte.051712.13829
[ 051712 ] procesando parte.051712.1383
[ 051712 ] procesando parte.051712.13830
[ 051712 ] procesando parte.051712.13831
[ 051712 ] procesando parte.051712.13832
[ 051712 ] procesando parte.051712.13833
[ 051712 ] procesando parte.051712.13834
[ 051712 ] procesando parte.051712.13835
[ 051712 ] procesando parte.051712.13836
[ 051712 ] procesando parte.051712.13837
[ 051712 ] procesando parte.051712.13838
[ 051712 ] procesando parte.051712.13839
[ 051712 ] procesando parte.051712.1384
[ 051712 ] procesando parte.051712.13840
[ 051712 ] procesando parte.051712.13841
[ 051712 ] procesando parte.051712.13842
[ 051712 ] procesando parte.051712.13843
[ 051712 ] procesando parte.051712.13844
[ 051712 ] procesando parte.051712.13845
[ 051712 ] procesando parte.051712.13846
[ 051712 ] procesando parte.051712.13847
[ 051712 ] procesando parte.051712.13848
[ 051712 ] procesando parte.051712.13849
[ 051712 ] procesando parte.051712.1385
[ 051712 ] procesando parte.051712.13850
[ 051712 ] procesando parte.051712.13851
[ 051712 ] procesando parte.051712.13852
[ 051712 ] procesando parte.051712.13853
[ 051712 ] procesando parte.051712.13854
[ 051712 ] procesando parte.051712.13855
[ 051712 ] procesando parte.051712.13856
